int_id,get_nearby_distance,z,fiberID,plate,mjd,bestobjid,specobjid
237,0.00192043599771352,0.07267616,60,964,52646,1237658611980238874,1085384047263246336
238,6.54854478400346E-05,0.2823286,477,1585,52962,1237661086956388518,1784682518801311744
238,6.54854467396374E-05,0.282236,908,11118,58522,1237661086956388518,12518004896392564736
239,0.000971317146309335,0.4405904,77,1214,52731,1237661852529000477,1366863698324383744
239,0.000244646943346677,0.4416304,984,8862,57461,1237661852529000477,9977995579475906560
240,0.000730478553967839,0.322985,578,1391,52817,1237662307273212005,1566285697109747712
241,0.00106577274356062,0.08168268,447,1381,53089,1237662307800580110,1554990693598914560
242,0.00217362107934753,0.3340511,247,401,51788,1237663783134625892,451553787484596224
242,0.00217362107934753,0.3338968,57,698,52203,1237663783134625892,785893839977080832
242,1.4207158685774E-05,0.3344068,742,7845,56980,1237663783134625892,8832888845693636608
242,1.41087751035341E-05,0.3344446,998,9379,58081,1237663783134625892,10560089690006114304
243,0.00120121094284483,0.02609349,132,1073,52649,1237663783138361393,1208126928368723968
244,0.000366071731879086,0.09829526,438,2437,53848,1237667485918625874,2743938534057469952
244,0.000560947200101646,0.09820116,685,9550,57787,1237667485918625874,10752532532358828032
245,1.35939427824725E-05,0.391866,64,7824,57282,1237678437553143914,8809058585495752704
245,1.43848511520926E-05,0.3918985,24,9420,57715,1237678437553143914,10605983848964837376
246,0.000320408523532291,0.2589196,146,7258,56605,1237646791699663123,8171821766853021696
247,0.00206346591181191,0.01336469,361,461,51910,1237649964066930743,519139120023365632
248,0.000915962077479767,0.0467449,89,494,51915,1237651271364247574,556219050242369536
249,0.000674521133162365,0.4174148,513,640,52178,1237652600102191125,720716989286344704
249,0.000674521133162365,0.4175721,513,640,52200,1237652600102191125,720716989655443456
250,0.00184369595744175,0.4236842,282,656,52148,1237652629103116341,738667890496006144
251,0.000296485389254334,0.2944251,282,622,52054,1237655349966077998,700387292086298624
251,6.35203576712729E-05,0.2946006,604,8060,57894,1237655349966077998,9074919407848017920
252,0.00126561710305724,0.4675706,4,1675,53466,1237662499462774858,1885883501622880256
252,0.00017268395822436,0.4684283,290,8489,57483,1237662499462774858,9557844149325287424
253,3.87871972577014E-05,0.1863378,618,2006,53476,1237665024909312062,2258725145990424576
254,0.000742715691752582,0.07446658,315,2023,53851,1237665025446838328,2277782162692401152
255,0.00168749660671162,0.4894076,48,2046,53327,1237666273669873724,2303604459357366272
256,0.00118375896648904,0.3971013,555,2481,54068,1237667551418253375,2793510294364645376
256,0.00118375896648904,0.3970262,532,2481,54086,1237667551418253375,2793503972474775552
256,0.000423341479229797,0.3984866,30,6417,56308,1237667551418253375,7224908054378336256
256,0.000158687677850481,0.3981908,633,10467,58138,1237667551418253375,11784968459171155968
257,0.00071416542632682,0.03288136,165,530,52026,1237674601603072055,596772339471902720
258,0.00132955748460668,0.3996014,512,400,51820,1237657071157444676,450500730759964672
258,0.00132955748460668,0.3998835,395,698,52203,1237657071157444676,785986748709627904
258,1.39295596779588E-05,0.4010983,738,7847,57012,1237657071157444676,8835139546532564992
258,1.39295596779588E-05,0.4010474,530,9399,58125,1237657071157444676,10582479046020714496
259,0.0027629014601907,0.1634896,550,403,51871,1237657071160262668,453888876696594432
259,1.32448249760598E-05,0.162808,1,9390,58103,1237657071160262668,10572200536077258752
260,0.00153598854872932,0.02783847,129,951,52398,1237658302207426574,1070766310889121792
261,0.000988047524948253,0.1542298,11,1444,53054,1237660634390986757,1625802540375369728
261,0.000360117220697052,0.1540704,518,7404,56776,1237660634390986757,8336305410702331904
262,0.00119910175867248,0.09349871,149,1218,52709,1237660634920452148,1371387088791955456
263,0.000722388681728216,0.3228939,216,1467,53115,1237661433242779716,1651754589227083776
264,0.000897005852236721,0.4203161,44,1394,53108,1237661433243959449,1569516616910137344
264,0.000275363502057634,0.4207306,834,8504,57518,1237661433243959449,9574882182096506880
265,0.000746904615294467,0.2679094,190,1397,53119,1237661433783320584,1572934448989628416
266,0.001236877106399,0.17813,602,1809,53792,1237662238015291407,2036918471597516800
267,0.000840619292270124,0.3677692,586,2908,54611,1237662238017650787,3274278084911589376
268,0.00115807729257689,0.129768,573,1814,54555,1237662238020010072,2042540012473444352
269,0.000857669860931748,0.0863796,66,2246,53767,1237665548886081562,2528789395910191104
270,0.000312430869476339,0.06334238,56,2148,54526,1237665548893749307,2418448468994451456
271,0.000693592791539101,0.2432972,229,2219,53816,1237667429570052151,2498434904346355712
272,0.00140184355456905,0.06738997,259,2603,54479,1237668589190709289,2930788726034425856
273,0.0019881925194107,0.01948028,121,331,52368,1237650760243216505,372706169120122880
274,0.000661223572906446,0.01930216,38,4053,55591,1237650761862086708,4563282861596364800
275,0.000984493457564404,0.03316471,344,544,52201,1237654391639638190,612584144249055232
276,9.81901397919769E-05,0.1335356,772,9362,57801,1237654392174608477,10540887264485199872
277,0.00402890858725133,0.1250467,217,597,52059,1237654398616797207,672221927435167744
278,0.000565170918969229,0.4368987,198,965,52438,1237658203970273341,1086547876831586304
278,0.000470407285347419,0.437501,958,7394,57131,1237658203970273341,8325167363868872704
279,0.00108326322637782,0.374943,260,1792,54270,1237661970115264597,2017684172956526592
280,0.00018976999926923,0.07481194,189,1621,53383,1237661971181731895,1825135757673654272
281,0.00095391057777453,0.4047702,236,1871,53384,1237663787956502579,2106623653662713856
281,0.000139698041599867,0.4050659,297,7281,57007,1237663787956502579,8197758978018791424
282,0.000456937034495481,0.3008436,216,2016,53799,1237665129085075513,2269873649559300096
282,0.000152430333634767,0.300459,63,10251,58173,1237665129085075513,11541617399473393664
283,0.00060995544251495,0.4426132,65,2023,53851,1237665129086517293,2277713443215665152
284,0.000521253648952119,0.1670667,637,2025,53431,1237665129609756690,2280122466145691648
284,0.000414951879951972,0.1671385,560,10268,58487,1237665129609756690,11560894317477515264
285,0.000654825655656535,0.1926965,130,2289,53708,1237667292116615199,2577220683100612608
285,9.33653252139544E-05,0.1920949,212,9561,57809,1237667292116615199,10764787414453211136
286,0.000776542889403102,0.06521195,151,2281,53711,1237667292650143749,2568219256332249088
286,0.000776542889403102,0.06520693,287,2283,53729,1237667292650143749,2570508439843268608
287,0.000649784420118155,0.2433558,112,2289,53708,1237667292654075927,2577215735298287616
287,0.000385588754089696,0.2422345,36,9561,57809,1237667292654075927,10764739035941588992
288,0.00037967412221829,0.2261382,502,941,52709,1237658205036871793,1059609846497699840
288,0.000351019769072299,0.2262564,457,8286,57062,1237658205036871793,9329332365783486464
289,0.00155370074142083,0.0004606231,275,1257,52944,1237660557062570087,1415331823717738496
290,0.000223358766945335,0.08555584,47,1234,52724,1237660583368196151,1389373450006587392
291,0.00104500551320858,0.03369032,373,1820,54208,1237662238560878668,2049240430511417344
292,0.000261260014170533,0.07885244,614,1951,53389,1237664668971434032,2196799550142834688
293,0.000756015554753611,0.1244479,124,1584,52943,1237664669494542388,1783459586674550784
294,0.000856260434460508,0.4434626,108,2152,53874,1237665442602221603,2422966351334238208
295,0.00140763811520107,0.06627592,308,2488,54149,1237667781752651797,2801323700228483072
296,1.10063538386131E-05,0.3939092,930,7858,57281,1237678597023662093,8847577226579038208
296,2.64205430985859E-05,0.3937449,906,9393,58100,1237678597023662093,10575827000253239296
297,0.000853594284657962,0.1358185,510,302,51616,1237648704589856863,340161986711021568
297,0.000853594284657962,0.1358213,516,302,51688,1237648704589856863,340163637186422784
298,0.00287517024587172,0.3429511,91,485,51909,1237651538166415451,546086500735936512
299,0.00180585810260069,0.2344913,492,551,51993,1237654382513553449,620506122037520384
300,0.000712257194030046,0.08226972,23,919,52409,1237655498671718476,1034708376996571136
301,0.00115761284477352,0.0837663,482,340,51691,1237655499198955616,382938487847938048
301,0.00115761284477352,0.08373255,485,340,51990,1237655499198955616,382939317498046464
302,0.000148996399544203,0.4404943,416,1171,52753,1237659326027923505,1318543186309703680
302,0.000330835107904247,0.441226,701,8526,57898,1237659326027923505,9599615427660763136
303,0.000238227703662599,0.3483747,229,1649,53149,1237662224083320873,1856671946255656960
304,0.00145639144496367,0.3291404,522,2345,53757,1237665126920486976,2640378830845405184
304,0.000223604469408418,0.3288024,658,10449,58137,1237665126920486976,11764709132778885120
305,0.000391568522404361,0.05435418,10,398,51789,1237666338116927553,448110941716899840
306,0.000496727624106895,0.4338264,204,2646,54479,1237667781224628269,2979187303743776768
307,0.0014683258911411,0.05218846,59,782,52320,1237655369290154042,880469983870609408
308,0.00154927139818937,0.06234368,52,1197,52668,1237657628436136041,1347716526903420928
309,0.00133373311303129,0.4562829,80,870,52325,1237657628442951821,979554948192692224
309,0.00133373311303129,0.4569354,321,940,52670,1237657628442951821,1058434193035388928
309,0.000264719024358872,0.4574838,764,4638,55956,1237657628442951821,5222133874583425024
310,0.00238467855944592,0.259275,322,942,52703,1237657628444786773,1060686268280629248
310,0.000194531855011725,0.2593244,383,7284,56683,1237657628444786773,8201160311803498496
311,0.00216145335437417,0.150085,23,1018,52672,1237658801500848188,1146172472186398720
311,0.000260746874666075,0.1500787,390,8214,57867,1237658801500848188,9248249169176711168
312,1.39782748945602E-05,0.3481508,172,1349,52797,1237661872414392455,1518886300256593920
312,0.000490640243229271,0.3483029,473,10749,58485,1237661872414392455,12102428258257358848
313,0.000387219819889511,0.3608546,611,1369,53089,1237661872939728918,1541524974693541888
313,4.22520199516359E-05,0.3613026,243,7427,56751,1237661872939728918,8362125516715872256
314,0.00132522462549527,0.2729934,82,4230,55483,1237663782597492781,4762579237923475456
315,0.000477352179119295,0.210506,575,2356,53786,1237667255080124453,2652778298836281344
315,0.000476108664712693,0.21093,364,10471,58132,1237667255080124453,11789398116540895232
315,0.000476108664712693,0.210941,40,11353,58467,1237667255080124453,12782352779554607104
316,0.000507483032266654,0.05897063,453,2222,53799,1237667255623155793,2501874176432826368
317,0.000173684390287296,0.1382551,249,2520,54584,1237668331498438759,2837336286749026304
318,0.000432775177943459,0.4215071,157,2516,54241,1237668332571656247,2832807392599631872
319,0.00173366349302777,0.08929483,451,2669,54086,1237673453240516809,3005150889850726400
320,0.00022261403397371,0.2221254,262,11288,58401,1237679005023469614,12709230307397881856
321,0.000104125408381623,0.2399645,615,833,52314,1237657401883951120,938043711135180800
321,0.000104125408381623,0.2400684,315,834,52316,1237657401883951120,939087147703494656
322,0.00140543956003404,0.3419518,633,1624,53386,1237658424638111781,1828635503235196928
323,0.00104484549330335,0.1534853,144,1415,52885,1237661464921637034,1593187999003207680
324,0.000317450512962559,0.4596158,504,1810,53794,1237662264316067873,2038017433503033344
325,0.000517670245121531,0.1707076,460,2105,53472,1237664818213683234,2370145805991438336
325,0.000202252637885975,0.171159,620,8865,57426,1237664818213683234,9981273223051104256
326,0.000112504265319491,0.264278,484,2168,53886,1237665535466537048,2441084104138057728
327,0.000987629319696623,0.165382,243,2160,53885,1237665536537198687,2432010659290966016
328,0.000531677071947696,0.1303311,91,2124,53770,1237665548351701040,2391436479273396224
329,0.00101457716864182,0.2907429,566,2234,53823,1237667255627743243,2515416036921075712
329,0.000500859887000286,0.2909834,654,11396,58490,1237667255627743243,12830935250969579520
330,0.00156897633664036,0.06026049,123,2354,53799,1237667287812800519,2650402254426761216
331,0.000754672100876997,0.1632425,114,973,52426,1237655473435574299,1095531986140817408
332,0.0011962678740862,0.04249031,634,1726,53137,1237662534360957178,1943477564433524736
333,0.00242996351069316,0.1309488,35,1393,52824,1237662618653098133,1568388238337402880
334,0.00106341133107106,0.3697132,562,1752,53379,1237664133169152030,1972731174862219264
335,0.00046848547092869,0.4343848,324,1754,53385,1237664133170135057,1974917553834715136
336,0.00109943819739583,0.0435284,51,2020,53431,1237665331465027589,2274331888158009344
337,0.000750113747187525,0.1756461,516,6430,56299,1237667734502637678,7239678343679070208
338,0.000366462365334638,0.20008,265,2650,54505,1237667734513123354,2983707671359678464
339,0.00174854396397319,0.2075965,4,974,52427,1237655130381615382,1096627649494673408
340,0.000585121449388175,0.009057861,463,1014,52707,1237658802571968533,1141789819425286144
341,0.000542775569357674,0.3192542,11,1463,53063,1237661360761471049,1647194638756374528
341,8.90219682200343E-05,0.3194144,164,7407,56772,1237661360761471049,8339585803576692736
342,3.93811325971626E-05,0.3158536,260,1395,52825,1237661360765796468,1570701885696927744
343,0.000764408394483516,0.2461701,316,1397,53119,1237661360767434781,1572969083605903360
343,0.000312680534099116,0.2460642,202,8497,58161,1237661360767434781,9566827170699169792
344,0.00168993895077873,0.1415131,508,1866,53314,1237663917873234053,2101068919744784384
345,0.000899413518981762,0.1780642,66,1959,53440,1237665127460110343,2205656117160208384
345,0.000219919411457435,0.178397,61,10460,58161,1237665127460110343,11776929930046361600
346,0.000655740485872365,0.4930311,133,2645,54477,1237667733971599436,2978041887471986688
347,0.000899561078651274,0.1266571,215,2649,54212,1237667733975400572,2982568022641764352
348,3.36893504780499E-05,0.2377224,120,11047,58424,1237678905713754177,12437849397571899392
349,0.00168973259873704,0.1207952,293,1060,52636,1237657242959872190,1193534484704684032
350,0.00148458154982317,0.3761259,28,1187,52708,1237658491721220237,1336450931436316672
351,0.00181721429874988,0.294261,89,1220,52723,1237658491736227862,1373622396166105088
352,0.000342291881342334,0.3646627,433,1277,52765,1237660765382049800,1437893249560766464
352,0.000269704094234759,0.365164,580,8823,57446,1237660765382049800,9933974432182980608
353,0.00101258577888188,0.2055347,332,1277,52765,1237660765919051807,1437865486892165120
354,0.000822894010433185,0.3003726,36,1373,53063,1237661850935427117,1545870519088211968
354,0.000345737076896053,0.3004193,679,8376,57786,1237661850935427117,9430724392441368576
355,0.000180742334460494,0.1437301,378,1365,53062,1237661851464499273,1536957328060868608
356,0.000721389710425431,0.03664102,300,1047,52733,1237662303509676064,1178899711688468480
357,0.00202909011856715,0.0429575,141,404,51812,1237663783674314797,454902350549641216
357,0.00202909011856715,0.04297762,143,404,51877,1237663783674314797,454902901395974144
358,0.000321638608920986,0.4475948,143,2015,53819,1237665023832227881,2268727683900794880
358,0.000402669777383836,0.4470214,218,10247,58162,1237665023832227881,11537156405737050112
359,8.84607409502987E-06,0.3134726,823,8746,58396,1237669701583503408,9847346950625841152
359,8.84607409502987E-06,0.3134624,400,11313,58426,1237669701583503408,12737415738639536128
360,0.00130687227835006,0.0276994,113,1283,52762,1237658204517171275,1444560688021268480
361,0.000528837000837821,0.1846759,328,414,51869,1237660241924522032,466212752742967296
361,0.000528837000837821,0.1847804,341,414,51901,1237660241924522032,466216326692628480
361,0.000528837000837821,0.1847106,329,1181,53358,1237660241924522032,1329778281150441472
362,0.000180487197248439,0.2568103,96,1211,52964,1237660343395287063,1363491225193179136
362,0.000108684621014372,0.2569794,21,10239,58142,1237660343395287063,11528095055199096832
363,0.000598505927444213,0.4545194,150,1215,52725,1237660343399481397,1368009664217769984
363,0.000137240859294954,0.4551418,636,8833,57779,1237660343399481397,9945248830001008640
364,0.000557168780263107,0.153836,457,1795,54507,1237661972801585176,2021116027600922624
365,0.000821560353661985,0.04994619,369,1799,53556,1237661972802961489,2025595422017349632
366,0.000408505736740144,0.2418267,106,1795,54507,1237661974942253080,2021019545455585280
367,0.000904252915621868,0.1548114,204,1440,53084,1237662193447665730,1621351992687355904
368,0.000480686108330931,0.4459953,618,2018,53800,1237664294757400614,2272235950308354048
369,0.000212437948244305,0.2898963,174,1974,53430,1237665329310924824,2222574302409025536
370,0.000438157283849629,0.3885836,335,2266,53679,1237667109034131612,2551381334727616512
371,0.00133162891874362,0.2610683,419,2771,54527,1237667910066897008,3119983891654404096
372,0.0012575344634932,0.06649079,75,2784,54529,1237667910603571302,3134526032476923904
372,3.69043064144103E-05,0.06628997,802,5870,56065,1237667910603571302,6609253007002718208
373,0.00215154455523297,0.03060896,347,6498,56565,1237680483025223766,7316193087440834560
374,0.000370268457696596,0.3195133,916,7711,57667,1237680499137052974,8682066098458480640
375,0.00143790386589937,0.4271503,50,856,52339,1237654879661195285,963784103394568192
376,0.000510235890604511,0.03588414,111,589,52055,1237654880205209622,663185591055181824
377,0.00113821505879166,0.4675294,213,409,51871,1237657584950902794,460551642283010048
377,4.74252459827332E-05,0.4679449,320,7822,57041,1237657584950902794,8806877150382936064
377,4.72362323067043E-05,0.4680001,711,9311,57743,1237657584950902794,10483449600710823936
378,0.000627027987501171,0.308142,432,714,52201,1237657586030346537,804011317668112384
379,0.00310081822624693,0.3526317,473,410,51816,1237657586562367545,461749009522911232
379,0.00310081822624693,0.3526043,473,410,51877,1237657586562367545,461749010546321408
379,0.00310081822624693,0.3526396,507,708,52175,1237657586562367545,797276533633869824
380,0.00024295926045049,0.2688824,495,1575,53493,1237662307812442253,1773428476443912192
381,0.00119540096133745,0.0482723,235,1404,52825,1237662336254541906,1580828112910837760
382,0.000135326026654451,0.4313879,510,7751,58081,1237666184572829913,8726990501247733760
383,0.0011180572581701,0.0551085,105,2355,53792,1237667322174308370,2651523206413838336
384,0.000852780826248089,0.1485947,283,774,52286,1237653616935108668,871524356696598528
385,0.00167404644916393,0.05095258,520,560,52296,1237653618007605277,630646922863994880
386,0.000506199800636401,0.4689836,574,976,52413,1237655504035643433,1099036129480435712
386,0.000606462376705242,0.4696695,711,10904,58402,1237655504035643433,12277008163367309312
387,0.00163958396781509,0.1853971,190,2973,54591,1237655504572710951,3347352726869665792
388,0.00016030661479582,0.4219211,172,939,52636,1237657873792565301,1057267335749986304
388,0.000139712202572976,0.4218811,43,8298,57390,1237657873792565301,9342729370715049984
389,0.000354618728741701,0.1355941,493,1205,52670,1237660343925997873,1356844947348678656
390,0.00158831686022421,0.1331618,125,2582,54139,1237671260667576429,2907107988646946816
391,0.00237673398342524,0.02878478,195,2578,54093,1237671261202219152,2902623629701310464
392,0.00060706407244418,0.363488,538,7706,57575,1237680331633983502,8676332693531938816
393,0.000349552753839634,0.0769651,85,1832,54259,1237655742946345050,2062672065411966976
394,0.00076260827017099,0.03556989,30,1834,54562,1237655743484657734,2064908752024266752
395,0.00026509609837286,0.07126701,246,1445,53062,1237661966353104935,1626993036724561920
396,0.000290634211682518,0.3508468,33,1645,53172,1237662663208665107,1852114470944401408
396,0.000198249869459036,0.3504505,139,10754,58224,1237662663208665107,12107965944191799296
397,0.000395653249563263,0.4083879,338,1923,53319,1237664092894396610,2165198485274519552
398,0.000425270059414086,0.3020917,212,1928,53327,1237664092897738798,2170793350326675456
398,0.000221853732799222,0.3021395,595,9601,58083,1237664092897738798,10809928693562232832
399,0.000781604415049177,0.3889111,188,2004,53737,1237665226230857737,2256355153055606784
400,0.000451879844805767,0.0403911,470,2094,53851,1237665226239311902,2357763662153803776
400,0.000170192506445533,0.04036834,206,6496,56363,1237665226239311902,7313902526453272576
401,0.000702515400987095,0.1222322,566,2294,53733,1237667113334341639,2582970029821683712
401,0.000702515400987095,0.1221442,577,2294,54524,1237667113334341639,2582973066749437952
401,0.000246141348836014,0.1220975,732,9630,58086,1237667113334341639,10842617449184251904
402,0.00221031419136457,0.04895768,612,2348,53757,1237667113338601477,2643781269577558016
402,0.00221031419136457,0.04910105,392,2351,53772,1237667113338601477,2647098496410216448
402,0.00221031419136457,0.0489959,392,2351,53786,1237667113338601477,2647098496645097472
403,0.000951605513739671,0.2134592,640,2773,54533,1237667783384498283,3122296439586187264
404,0.000817663851873099,0.1098744,430,2774,54534,1237667783384629345,3123364615149348864
405,0.00100469466155736,0.06107836,35,952,52409,1237655107838804035,1071866372457261056
405,0.00367096923200947,0.06107284,869,7099,56666,1237655107838804035,7993002419415175168
406,0.00035908829090603,0.4979593,160,1214,52731,1237660635453194247,1366886513190660096
406,0.000157755769229055,0.4982886,902,8862,57461,1237660635453194247,9977973039487537152
407,0.000334512422183857,0.02940889,153,1436,53054,1237660635461320734,1616834373783414784
408,0.0010584673602418,0.2576781,618,1217,52672,1237660635993604115,1370390106002712576
408,0.000142301227662108,0.2573599,950,8301,57390,1237660635993604115,9346356384697176064
409,0.0023170301190544,0.1215033,443,1323,52797,1237661418748117011,1489687394591467520
409,9.97083327860811E-05,0.1214984,809,8203,57428,1237661418748117011,9235979436679254016
410,0.000308597008637503,0.2876647,501,1831,54557,1237662236410314784,2061660519714023424
411,0.000265763728943671,0.4144244,312,1233,52734,1237662236930998326,1388320392912857088
412,0.000419947016379416,0.01626604,85,2127,53859,1237665532785786979,2394812531219654656
413,0.00117045756836561,0.4357807,506,2153,54212,1237665532791095418,2424201658318743552
414,0.000734985025130448,0.2161547,140,2162,54207,1237665533330260008,2434234152082499584
415,0.000820394134185423,0.2538877,557,2161,53878,1237665534927503504,2433222870743148544
416,0.000517539715153042,0.1194492,12,2782,54592,1237668312164007978,3132256916412065792
417,0.000601173143313999,0.05326737,138,2570,54081,1237671123754549333,2893600762204547072
418,0.000922459601683233,0.08447076,451,2586,54169,1237671124304527469,2911701198975297536
418,0.000333276694903092,0.08422577,573,9577,57786,1237671124304527469,10782901043501223936
419,0.00140022566297751,0.03551709,418,767,52252,1237654653644243029,863680165295712256
420,0.00380231437030444,0.2127112,91,372,52173,1237657189818433661,418859815691905024
421,0.00255439905267881,0.4761917,20,957,52398,1237658311332790349,1077491748638320640
422,0.000842707503520545,0.09733227,552,1419,53144,1237662474767368261,1597803753161910272
423,0.0013677547453058,0.08385639,427,990,52465,1237663479792075091,1114758321996326912
423,0.000326359342055688,0.0837119,356,9229,58015,1237663479792075091,10391028231256166400
424,0.000326247537957583,0.3304307,610,1928,53327,1237664668424208545,2170902751733639168
424,0.000568762073628808,0.3297258,292,9606,58103,1237664668424208545,10815474905426186240
425,0.00107012688122045,0.08519408,476,2652,54508,1237667782841073686,2986017470462060544
426,0.000413404717529965,0.1965366,433,2770,54510,1237667782844547077,3118861839753046016
427,0.00108756204466331,0.1179971,246,432,51884,1237651273490628809,486456411329423360
428,0.00313994711167954,0.07390003,279,650,52143,1237652900210933776,731911666337343488
429,0.00161246298468198,0.1158406,472,556,51991,1237655370352623642,626130123980040192
429,0.000275791511215857,0.1160746,118,8192,57348,1237655370352623642,9223404595728109568
430,0.00165837903531741,0.4208928,618,561,52295,1237655370894213179,631799760788940800
430,0.000470878423277616,0.4210257,930,7096,56683,1237655370894213179,7989641487532183552
431,0.000868311955116551,0.2585572,48,1467,53115,1237661360227549221,1651708409738717184
431,3.72134630476953E-05,0.2585913,278,8503,57519,1237661360227549221,9573603450090180608
432,0.00046389894051802,0.2739726,545,1650,53174,1237662663213056110,1857884708000524288
433,0.000771685453683888,0.4975437,301,1773,53112,1237664290470756364,1996303325292685312
434,0.000846958377345643,0.1341881,612,1776,53858,1237664291548233779,1999766524558075904
435,0.000865619628382668,0.02129865,168,2296,53735,1237667211050680439,2585112428261959680
436,0.000555098261302372,0.2253893,152,2757,54509,1237668271365161017,3104147900255463424
437,0.00230424266731491,0.07809116,99,613,52345,1237671769073254405,690203895149914112
438,0.000638965883786174,0.1247753,162,2147,53491,1237671930671005742,2417351688781326336
439,0.00150905744151675,0.04102301,278,441,51868,1237651191354687536,496598306315593728
439,0.000437361078301661,0.04095912,988,6391,56329,1237651191354687536,7195897990187601920
440,0.000762048361643041,0.07504274,311,498,51973,1237651537642913822,560783673738160128
440,0.000762048361643041,0.07506416,318,498,51984,1237651537642913822,560785598068058112
441,0.00151861517639721,0.0390731,314,420,51871,1237653651839975466,472964303926880256
442,0.00190533260319833,0.1717544,307,421,51821,1237653651841024041,474088278849513472
443,0.000187689531003066,0.110327,524,978,52431,1237655503499886636,1101274185700763648
443,0.000187689531003066,0.1103326,524,978,52441,1237655503499886636,1101274185868535808
444,0.000873758967132192,0.02850778,138,1171,52753,1237659324954968074,1318466770251573248
445,0.000548893522492944,0.4016196,418,1437,53046,1237662195594035235,1618033116201379840
445,0.000420627674121488,0.4024283,818,8366,57432,1237662195594035235,9419503595462873088
446,0.000275838358587946,0.1738158,988,8533,58017,1237662701332136105,9607575618964443136
447,0.000647011581921443,0.02865592,218,1930,53347,1237664667887534206,2173046799743346688
448,1.51022361423426E-06,0.3953749,767,8755,58138,1237667227682472026,9857464652296114176
448,1.51022361423426E-06,0.3953837,123,11071,58429,1237667227682472026,12464871820053729280
449,0.000208663101982395,0.06540058,414,7652,57579,1237680529738825995,8615500013769084928